createtopost,followers_count,bi_followers_count,friends_count,statuses_count,favourites_count,share_ct,comment_ct,attitudes_ct,verified,verified_type,verified_kind,gender,geo_enabled,province,hasURL,emotion,length,realwd,imgwd,engwd,otherwd,is_rumor
847,823562,30,61,17399,566,1073,306,6,0,normal user,normal user,0,0,11,0,1,186,62.79,20.93,0,16.28,FALSE
1239,86872,312,596,8577,9,120,128,301,1,celebrity,yellowV,1,0,11,1,7,366,60.98,14.63,4.88,19.51,FALSE
1037,378,117,1744,2568,44,885,242,58,0,senior master,master,0,1,400,1,0,346,55.81,16.28,9.3,18.6,FALSE
500,337606,17,20,4003,183,447,107,10,0,normal user,normal user,0,0,44,0,-2,72,75,12.5,0,12.5,FALSE
1297,8730815,698,981,43093,63,462,69,31,1,media,blueV,1,1,11,0,-1,172,45,35,0,20,FALSE
713,745485,35,138,3117,4,411,47,0,0,normal user,normal user,0,1,44,0,2,392,65.26,6.32,0,28.42,FALSE
610,10463241,700,1099,56376,26,799,287,0,1,media,blueV,0,1,11,1,1,395,61.05,15.79,7.37,15.79,FALSE
1286,12298250,894,1492,88805,389,500,182,27,1,media,blueV,1,0,11,0,-3,362,51.25,27.5,0,21.25,FALSE
530,188606,2030,2179,9426,102,584,92,6,0,normal user,normal user,1,1,11,0,2,405,54.08,4.08,0,41.84,FALSE
772,1523963,35,49,29236,42,579,34,152,0,normal user,normal user,0,0,44,0,-6,379,50.56,29.21,0,20.22,FALSE
1238,3919763,280,606,6038,691,1729,102,3,1,enterprise,blueV,1,1,400,0,1,172,60.53,10.53,5.26,23.68,FALSE
397,31404,167,313,4548,13,59,55,0,1,enterprise,blueV,1,1,43,0,-2,360,66.22,16.22,0,17.57,FALSE
618,14461058,796,1815,86190,33,1408,392,1,1,media,blueV,1,1,11,1,2,392,57.95,14.77,5.68,21.59,FALSE
590,97958,783,999,13159,723,479,132,0,1,celebrity,yellowV,1,0,11,0,0,376,70,16.25,2.5,11.25,FALSE
752,32141901,106,148,74830,16,567,874,23,1,enterprise,blueV,1,1,11,0,-1,170,66.67,7.69,7.69,17.95,FALSE
550,28236686,168,481,46232,189,1150,1022,587,1,media,blueV,1,1,11,0,2,409,70.24,13.1,0,16.67,FALSE
1342,445553,517,677,3349,38,1502,1029,570,1,celebrity,yellowV,1,1,31,0,-4,400,59.77,20.69,2.3,17.24,FALSE
654,23255,329,622,3696,6,674,58,3,1,website,blueV,1,0,31,0,-2,415,74.39,13.41,0,12.2,FALSE
96,1987648,21,35,46529,9,680,103,0,0,normal user,normal user,0,0,44,0,-2,105,60.87,17.39,0,21.74,FALSE
1461,929766,594,647,26907,203,1541,173,65,1,media,blueV,1,1,11,0,1,341,50.65,15.58,0,33.77,FALSE
1489,4460290,259,302,73936,1214,669,37,120,0,normal user,normal user,0,0,43,0,2,256,50.88,29.82,0,19.3,FALSE
1378,9880881,283,311,14554,14,1616,236,145,1,media,blueV,1,1,11,0,3,325,63.38,16.9,0,19.72,FALSE
802,8097998,18,42,8339,13,186,95,12,1,enterprise,blueV,1,1,11,0,1,101,65.22,13.04,0,21.74,FALSE
607,17273,196,364,9044,68,1955,434,0,1,celebrity,yellowV,0,1,31,0,0,119,37.14,11.43,5.71,45.71,FALSE
1017,4548454,63,99,41973,182,479,161,34,0,normal user,normal user,0,1,35,0,1,311,50,12.12,0,37.88,FALSE
1017,3822101,447,701,40252,230,335,61,1,1,media,blueV,1,1,11,0,-2,165,62.86,17.14,0,20,FALSE
52,1144829,69,187,21489,554,1774,503,0,0,senior master,master,0,1,33,0,1,358,60.44,19.78,0,19.78,FALSE
1027,2878,0,1,118,95,691,79,3,1,celebrity,yellowV,0,1,11,0,2,415,65.06,12.05,0,22.89,FALSE
217,406486,1468,2971,7989,208,409,48,1,0,normal user,normal user,1,0,400,1,2,330,52.44,7.32,13.41,26.83,FALSE
989,9906,62,122,98,9,1276,291,42,1,celebrity,yellowV,0,0,11,0,7,401,73.83,10.28,0,15.89,FALSE
972,12448575,891,1376,91291,59,639,274,1,1,media,blueV,1,0,11,0,2,418,57.14,17.86,0,25,FALSE
893,3163679,274,424,69254,8,576,360,122,1,media,blueV,1,1,11,0,3,416,59.6,16.16,0,24.24,FALSE
1459,6026874,798,1172,77747,775,870,100,281,0,normal user,normal user,1,0,11,0,0,311,54.05,21.62,0,24.32,FALSE
818,5183650,64,104,25220,2769,733,254,209,1,media,blueV,0,1,400,0,4,405,69.88,4.82,2.41,22.89,FALSE
69,39327,816,1332,1715,179,549,411,0,1,media,blueV,0,1,11,0,2,231,55.77,23.08,0,21.15,FALSE
254,588273,2445,2707,8048,16,366,219,4,0,normal user,normal user,1,0,51,0,-4,288,53.33,25,1.67,20,FALSE
727,4334506,32,47,31294,28,873,123,280,0,normal user,normal user,0,0,44,0,6,406,65.31,13.27,0,21.43,FALSE
619,13762539,298,474,99549,9,901,168,0,1,media,blueV,1,1,11,0,2,417,60,24.44,0,15.56,FALSE
1023,601010,1836,2017,15137,8075,345,50,5,1,celebrity,yellowV,1,1,11,1,0,397,73.42,6.33,5.06,15.19,FALSE
790,2169892,461,542,1213,8,229,219,10,1,celebrity,yellowV,1,0,31,0,1,132,68.75,12.5,3.12,15.62,FALSE
250,1078119,75,490,41592,138,478,121,0,0,normal user,normal user,1,0,44,0,0,378,86.79,4.72,0,8.49,FALSE
935,1351147,1149,1308,6006,334,719,201,23,1,celebrity,yellowV,1,0,11,1,1,302,70.83,2.78,5.56,20.83,FALSE
718,4818,16,38,1034,4,19,7,10,0,normal user,normal user,1,1,32,1,1,299,56.72,13.43,5.97,23.88,FALSE
763,117573,703,954,1086,7,109,15,0,1,celebrity,yellowV,1,1,50,0,1,285,64.71,14.71,0,20.59,FALSE
1174,2940,257,424,9029,3,219,43,20,0,normal user,normal user,0,0,400,0,4,384,59.04,15.66,1.2,24.1,FALSE
1393,6026871,798,1172,77747,775,1417,101,294,0,normal user,normal user,1,0,11,0,-1,382,62.5,22.73,0,14.77,FALSE
858,94175,139,331,7218,32,34,6,0,1,website,blueV,1,1,11,1,2,280,35.06,2.6,48.05,14.29,FALSE
958,12448575,891,1376,91291,59,709,179,0,1,media,blueV,1,0,11,1,-1,398,62.67,16,5.33,16,FALSE
1051,38195312,260,293,100396,26,1253,938,17,1,media,blueV,0,0,11,1,0,282,64.81,14.81,7.41,12.96,FALSE
711,4655897,88,111,106602,8,536,122,0,0,normal user,normal user,0,1,11,0,4,410,63.64,12.99,1.3,22.08,FALSE
953,3919762,280,606,6038,691,537,129,0,1,enterprise,blueV,1,1,400,1,0,210,42,12,24,22,FALSE
135,2833,329,741,1961,365,1153,95,0,0,normal user,normal user,0,1,400,1,2,334,48.91,4.35,15.22,31.52,FALSE
24,13009,435,453,1272,500,305,54,0,1,celebrity,yellowV,1,1,100,0,0,39,66.67,0,0,33.33,FALSE
1064,19551636,539,734,12533,129,984,126,126,1,celebrity,yellowV,1,1,71,0,5,194,26.15,13.85,18.46,41.54,FALSE
686,686259,6,85,235190,5,68,7,1,0,normal user,normal user,0,0,400,1,1,347,46.74,14.13,6.52,32.61,FALSE
1099,1534532,188,300,18629,1,594,343,2,1,media,blueV,1,1,11,0,-1,395,74.68,12.66,0,12.66,FALSE
861,2965434,728,771,16568,174,413,16,75,1,celebrity,yellowV,1,1,11,0,4,345,64.52,19.35,0,16.13,FALSE
77,22216,22,86,2739,0,631,77,0,1,website,blueV,1,1,100,1,4,399,54.84,19.35,5.38,20.43,FALSE
149,935108,10,15,20071,9,387,82,0,0,normal user,normal user,0,1,44,0,0,102,65.38,11.54,0,23.08,FALSE
1045,12448573,891,1376,91291,59,348,236,3,1,media,blueV,1,0,11,1,-2,404,65,16.25,5,13.75,FALSE
750,29528,47,67,6122,22,205,43,0,0,normal user,normal user,0,1,32,0,1,138,40.48,2.38,7.14,50,FALSE
737,10622086,432,991,103881,45,670,166,0,0,normal user,normal user,0,1,11,0,-1,335,65.88,11.76,0,22.35,FALSE
473,28236671,168,481,46232,189,225,217,45,1,media,blueV,1,1,11,1,-2,405,65.96,14.89,4.26,14.89,FALSE
1297,6174947,16,28,90614,1033,847,408,105,1,celebrity,yellowV,0,0,100,0,2,322,58.67,12,0,29.33,FALSE
956,24203,240,337,40646,2171,858,192,0,0,normal user,normal user,0,0,400,0,8,404,54.02,12.64,4.6,28.74,FALSE
1051,7763624,831,1383,138151,50,612,627,9,1,media,blueV,1,1,11,1,-2,398,62.37,19.35,4.3,13.98,FALSE
1153,1083389,99,1056,3089,2,589,119,0,0,normal user,normal user,1,1,32,0,-3,345,65.08,15.87,3.17,15.87,FALSE
383,1625,702,994,27315,326,1213,55,0,0,senior master,master,1,1,44,1,0,129,35.14,8.11,24.32,32.43,FALSE
965,3245025,386,644,73036,6,1197,244,28,0,normal user,normal user,1,0,33,0,0,54,57.14,14.29,0,28.57,FALSE
1059,840263,227,270,19253,493,939,81,79,1,enterprise,blueV,0,1,11,1,3,373,44.79,14.58,10.42,30.21,FALSE
1104,32141900,106,148,74830,16,895,698,318,1,enterprise,blueV,1,1,11,1,-4,377,64.1,11.54,5.13,19.23,FALSE
839,68228,67,116,7177,5,1570,91,2,1,media,blueV,1,1,11,1,-1,404,58.43,22.47,4.49,14.61,FALSE
837,20471638,2048,2127,2896,0,1069,601,55,1,celebrity,yellowV,1,1,11,0,-3,120,55.17,20.69,0,24.14,FALSE
1531,15712,207,375,3405,1509,792,85,66,0,normal user,normal user,0,0,100,0,-1,347,56.82,12.5,0,30.68,FALSE
195,191722,0,0,3165,0,499,41,10,0,normal user,normal user,0,1,31,0,1,391,55.17,14.94,9.2,20.69,FALSE
1371,659716,171,201,814,1,151,187,184,1,celebrity,yellowV,1,1,11,0,-2,222,55.1,22.45,0,22.45,FALSE
646,28236670,168,481,46232,189,1013,600,131,1,media,blueV,1,1,11,0,1,368,72.5,6.25,0,21.25,FALSE
1022,8738687,469,649,52354,83,364,1029,6,1,media,blueV,1,0,11,0,1,301,46.67,21.33,2.67,29.33,FALSE
1436,2355211,270,271,2866,589,1189,302,159,1,celebrity,yellowV,1,0,400,0,2,395,53.76,16.13,2.15,27.96,FALSE
1215,6912769,262,317,42190,696,724,324,19,1,media,blueV,1,1,44,1,-2,405,65.88,10.59,4.71,18.82,FALSE
695,3077957,11,47,35603,7,677,145,21,0,normal user,normal user,0,0,100,0,-1,99,21.88,6.25,28.12,43.75,FALSE
126,472173,16,43,183568,3,628,43,2,0,normal user,normal user,0,1,11,0,3,171,70.27,13.51,0,16.22,FALSE
981,12448573,891,1376,91291,59,516,209,0,1,media,blueV,1,0,11,1,-5,402,69.14,12.35,4.94,13.58,FALSE
547,39811,49,68,7598,0,520,307,12,1,media,blueV,1,1,31,0,4,210,63.64,18.18,0,18.18,FALSE
1147,7763624,831,1383,138151,50,469,229,6,1,media,blueV,1,1,11,1,2,379,60.98,6.1,4.88,28.05,FALSE
655,158311,522,759,26453,1052,436,29,3,1,website,blueV,0,0,81,0,-3,146,63.89,13.89,0,22.22,FALSE
419,1342280,11,63,17715,548,869,84,14,0,normal user,normal user,1,1,82,0,-6,393,54.88,25.61,0,19.51,FALSE
867,2407,45,78,6318,563,367,36,36,0,senior master,master,0,0,100,0,1,117,53.33,13.33,3.33,30,FALSE
1455,13782036,441,539,56594,2281,638,452,79,1,media,blueV,1,0,31,1,-2,339,57.53,16.44,5.48,20.55,FALSE
908,2379688,248,300,3346,738,629,1079,52,1,celebrity,yellowV,0,0,37,0,0,369,56.47,22.35,0,21.18,FALSE
1074,12298252,894,1492,88805,389,1796,611,90,1,media,blueV,1,0,11,0,-3,408,62.96,22.22,0,14.81,FALSE
575,587844,304,602,24763,0,290,105,0,1,enterprise,blueV,1,1,11,1,3,297,48,14.67,10.67,26.67,FALSE
501,139455,1784,1903,5399,1249,29,16,0,0,normal user,normal user,1,1,41,0,-1,389,46.39,14.43,0,39.18,FALSE
643,419919,95,239,13180,103,1043,1159,0,1,media,blueV,0,0,11,0,6,407,69.66,7.87,0,22.47,FALSE
477,1242758,25,376,72285,352,125,21,0,0,normal user,normal user,0,0,400,0,-7,371,57.32,20.73,0,21.95,FALSE
759,3170844,116,570,85069,53,600,80,3,0,normal user,normal user,0,0,44,0,1,330,49.38,34.57,0,16.05,FALSE
1231,13478492,532,826,95352,65,1395,480,149,0,normal user,normal user,1,0,44,0,1,306,62.67,14.67,0,22.67,FALSE
235,2620,685,1999,2287,13,663,897,0,1,enterprise,blueV,1,1,37,1,3,134,52.78,8.33,11.11,27.78,FALSE
699,668055,72,98,1726,9,272,135,15,1,media,blueV,0,0,11,1,1,367,59.04,13.25,4.82,22.89,FALSE
397,5162475,172,241,869,0,486,1024,120,1,celebrity,yellowV,0,1,71,0,0,190,56.82,22.73,0,20.45,FALSE
818,5376339,33,165,70759,16,217,27,3,0,normal user,normal user,0,0,71,0,0,342,68.24,5.88,3.53,22.35,FALSE
826,207816,146,188,34523,46,550,60,0,1,enterprise,blueV,1,1,400,1,0,392,56.96,8.86,11.39,22.78,FALSE
1483,36872322,32,32,4549,1634,986,757,1531,1,celebrity,yellowV,1,1,400,0,3,237,63.04,10.87,0,26.09,FALSE
355,2272772,45,74,36313,9,938,119,0,0,normal user,normal user,1,0,11,0,-3,252,50.88,24.56,0,24.56,FALSE
1251,9288092,1192,1439,42171,0,1525,211,549,1,celebrity,yellowV,1,1,44,0,-1,393,59.3,27.91,0,12.79,FALSE
810,3390112,13,28,37762,21,1105,78,1,0,normal user,normal user,1,1,44,0,1,345,53.33,29.33,0,17.33,FALSE
1105,3822097,447,701,40252,230,689,161,2,1,media,blueV,1,1,11,0,3,412,64.29,13.1,2.38,20.24,FALSE
916,373,57,134,1401,61,208,67,0,0,senior master,master,1,1,44,0,1,224,56.36,14.55,0,29.09,FALSE
669,209446,1889,3000,8708,5019,986,77,6,1,celebrity,yellowV,0,1,35,0,6,411,64.29,3.57,3.57,28.57,FALSE
509,58336,279,289,1418,5,220,28,0,0,normal user,normal user,0,0,400,0,1,176,25.42,3.39,23.73,47.46,FALSE
609,10603,42,184,1058,299,152,33,3,0,senior master,master,1,0,100,1,0,360,45.16,10.75,12.9,31.18,FALSE
516,28236671,168,481,46232,189,492,487,128,1,media,blueV,1,1,11,0,-3,404,62.03,20.25,0,17.72,FALSE
911,8738689,469,649,52354,83,93,255,19,1,media,blueV,1,0,11,0,1,355,61.11,13.89,0,25,FALSE
1035,964754,101,187,8747,439,478,56,1,1,enterprise,blueV,1,1,11,1,-4,367,57.14,14.29,10.39,18.18,FALSE
561,1845974,1692,1865,50348,2,548,60,5,1,org,blueV,0,0,31,1,0,299,55.07,13.04,11.59,20.29,FALSE
1039,7763624,831,1383,138151,50,704,227,0,1,media,blueV,1,1,11,1,2,381,60.81,17.57,5.41,16.22,FALSE
278,6932371,498,700,2012,28,398,173,0,1,celebrity,yellowV,1,0,31,0,-4,249,55.56,20.37,7.41,16.67,FALSE
1599,11642288,1312,2008,66390,443,856,74,147,1,media,blueV,1,1,11,0,-4,413,55.45,22.77,0,21.78,FALSE
1434,14461050,796,1815,86190,33,712,600,288,1,media,blueV,1,1,11,1,1,387,57.14,9.18,7.14,26.53,FALSE
121,34830,337,614,1985,352,121,112,1,1,enterprise,blueV,1,1,34,0,-2,236,62.75,15.69,3.92,17.65,FALSE
85,1792274,21,31,18735,10,1733,262,0,0,normal user,normal user,1,0,71,0,0,69,70,10,0,20,FALSE
629,36424,813,1841,453,13,693,433,5,0,normal user,normal user,1,0,61,0,-2,373,55.95,29.76,0,14.29,FALSE
1638,235970,124,147,3320,2,155,64,195,1,celebrity,yellowV,0,1,11,0,4,336,56.34,26.76,0,16.9,FALSE
1137,14461050,796,1815,86190,33,91,140,4,1,media,blueV,1,1,11,1,3,374,56.18,16.85,4.49,22.47,FALSE
1068,3612058,485,869,118602,999,419,142,1,0,normal user,normal user,0,0,81,0,-1,176,52.78,30.56,2.78,13.89,FALSE
1108,3795782,194,308,57450,392,537,122,15,1,media,blueV,1,0,44,0,0,389,60.82,11.34,1.03,26.8,FALSE
601,11394,1784,1804,2279,10,742,34,9,0,normal user,normal user,1,0,400,1,-2,403,59.77,13.79,4.6,21.84,FALSE
318,3168407,992,1522,76472,264,902,41,0,0,normal user,normal user,0,0,44,1,2,292,40.96,6.02,10.84,42.17,FALSE
389,10622086,432,991,103881,45,571,68,0,0,normal user,normal user,0,1,11,0,5,402,54.02,25.29,0,20.69,FALSE
540,872512,1056,1401,26798,39,505,202,1,0,normal user,normal user,0,1,31,1,1,290,46.67,8,8,37.33,FALSE
833,10201,1676,2220,1457,2914,336,54,22,0,normal user,normal user,1,1,31,0,2,407,52.63,16.84,3.16,27.37,FALSE
572,1671,92,115,26141,173,71,10,1,0,senior master,master,0,1,51,0,-4,296,61.29,27.42,0,11.29,FALSE
91,1363591,96,144,10883,24,1864,223,0,0,senior master,master,0,1,31,0,-1,186,25.49,7.84,27.45,39.22,FALSE
90,151910,147,189,1532,7,1619,147,0,0,normal user,normal user,0,1,11,0,-4,151,21.82,16.36,14.55,47.27,FALSE
406,1013752,152,178,1113,0,759,385,211,0,senior master,master,0,0,11,0,2,413,75.95,7.59,0,16.46,FALSE
346,4644,142,666,9221,48319,249,10,0,1,celebrity,yellowV,0,1,34,0,0,320,57.14,11.69,1.3,29.87,FALSE
50,1987644,21,35,46529,9,585,102,0,0,normal user,normal user,0,0,44,0,0,45,36.36,27.27,0,36.36,FALSE
1077,38195308,260,293,100396,26,1097,1204,534,1,media,blueV,0,0,11,1,-2,409,66.67,13.58,4.94,14.81,FALSE
833,3413356,126,270,25903,439,1227,179,0,0,normal user,normal user,0,0,100,0,1,387,52.44,30.49,0,17.07,FALSE
338,28236672,168,481,46232,189,1164,249,42,1,media,blueV,1,1,11,0,2,411,55.21,10.42,0,34.38,FALSE
806,2382995,689,727,9611,8,121,170,0,1,celebrity,yellowV,1,0,11,0,-5,330,61.43,22.86,1.43,14.29,FALSE
1019,76484,855,1255,2674,18,779,206,9,1,celebrity,yellowV,1,1,11,1,-4,393,57.78,12.22,4.44,25.56,FALSE
876,6517334,77,236,83663,109,1151,212,122,1,enterprise,blueV,0,0,11,0,-3,176,57.14,14.29,0,28.57,FALSE
919,9288092,1192,1439,42171,0,1299,142,11,1,celebrity,yellowV,1,1,44,0,-6,200,63.41,2.44,0,34.15,FALSE
625,316727,1880,1972,7465,128,126,67,0,1,celebrity,yellowV,1,0,11,0,2,271,67.27,14.55,0,18.18,FALSE
1009,291118,99,215,2989,30,611,140,14,1,enterprise,blueV,1,1,44,0,3,331,59.21,5.26,5.26,30.26,FALSE
479,30581404,266,687,41841,12,1009,353,151,1,media,blueV,1,0,11,0,-2,388,55.42,18.07,0,26.51,FALSE
1015,12298255,894,1492,88805,389,207,198,1,1,media,blueV,1,0,11,1,-6,406,64.94,9.09,5.19,20.78,FALSE
211,22982,38,65,4348,6,102,20,0,1,website,blueV,1,1,51,1,1,155,48.78,4.88,12.2,34.15,FALSE
927,11869908,182,198,15388,23,718,317,14,1,celebrity,yellowV,0,0,31,0,0,135,63.33,20,0,16.67,FALSE
482,1045182,22,286,8361,0,269,61,186,1,media,blueV,0,1,11,1,-1,393,54.44,10,10,25.56,FALSE
161,412,56,142,6989,13,451,75,0,0,senior master,master,0,0,400,0,0,18,100,0,0,0,FALSE
975,8097997,18,42,8339,13,267,142,20,1,enterprise,blueV,1,1,11,0,1,53,60,13.33,0,26.67,FALSE
795,468,60,185,197,406,185,10,0,0,senior master,master,0,1,61,1,1,122,33.33,8.33,13.89,44.44,FALSE
668,6191336,112,1339,46489,2,1594,67,3,0,normal user,normal user,0,1,44,0,1,114,53.85,11.54,0,34.62,FALSE
1666,14461051,796,1815,86190,33,789,677,201,1,media,blueV,1,1,11,1,-6,409,66.67,14.81,4.94,13.58,FALSE
530,310162,293,553,18521,70,130,28,2,1,website,blueV,1,0,11,0,3,353,60,20,1.54,18.46,FALSE
607,3649761,103,149,9062,17,684,208,0,1,media,blueV,1,1,11,1,-4,407,58.82,17.65,4.71,18.82,FALSE
656,1497444,26,49,26102,6,413,140,1,0,normal user,normal user,1,0,11,0,-6,397,62.89,18.56,0,18.56,FALSE
401,297815,86,327,32163,12,433,87,0,0,normal user,normal user,1,1,11,1,1,149,42.11,18.42,10.53,28.95,FALSE
139,315342,4,5,4887,0,248,61,10,0,normal user,normal user,1,1,71,0,1,128,61.29,19.35,0,19.35,FALSE
942,3484876,14,26,16521,0,1428,184,266,0,normal user,normal user,1,1,32,0,-1,66,52.94,11.76,0,35.29,FALSE
1650,2893494,418,1107,19828,353,467,456,238,1,media,blueV,1,0,44,0,3,411,56.84,24.21,1.05,17.89,FALSE
551,223057,120,260,13445,81,1009,223,0,1,website,blueV,0,1,44,0,2,219,50.94,16.98,7.55,24.53,FALSE
927,1469126,176,437,60558,2405,346,44,4,1,media,blueV,0,1,44,0,-5,345,58.82,12.94,0,28.24,FALSE
976,7734989,255,295,3119,0,1622,1060,29,1,celebrity,yellowV,1,1,11,0,-1,328,54.17,12.5,0,33.33,FALSE
1206,18999,1332,2894,13569,64,552,94,4,1,celebrity,yellowV,1,1,32,0,0,351,72.31,12.31,0,15.38,FALSE
1426,5824726,298,530,59572,1094,377,568,30,1,media,blueV,1,1,44,1,-5,400,65.48,9.52,4.76,20.24,FALSE
794,2671941,299,474,36500,62,964,245,8,1,media,blueV,1,1,33,0,-4,392,58.02,19.75,0,22.22,FALSE
1147,5264390,128,521,66011,747,413,210,229,0,normal user,normal user,0,0,44,0,1,127,40.62,21.88,0,37.5,FALSE
1274,2393221,113,526,19060,24,510,212,25,1,media,blueV,1,1,11,1,2,231,46.43,12.5,7.14,33.93,FALSE
1590,5824726,298,530,59572,1094,673,215,91,1,media,blueV,1,1,44,1,-2,379,56.41,12.82,5.13,25.64,FALSE
1114,5068331,151,175,71058,378,372,67,0,0,normal user,normal user,1,0,44,0,-3,417,57.55,28.3,0,14.15,FALSE
216,169323,32,125,34117,2214,952,139,3,0,normal user,normal user,1,0,32,0,3,164,60,12.5,0,27.5,FALSE
579,1488033,1607,1678,3720,2247,450,183,1,1,celebrity,yellowV,1,1,11,1,1,390,47.19,19.1,4.49,29.21,FALSE
926,837,63,398,6917,711,1042,123,11,0,senior master,master,0,1,100,0,0,80,50,30,5,15,FALSE
1094,13786172,568,682,62459,66,191,104,7,1,media,blueV,1,1,11,0,-3,417,67.03,15.38,0,17.58,FALSE
609,63736,850,869,11179,196,290,184,0,1,celebrity,yellowV,1,0,44,1,1,99,54.55,9.09,18.18,18.18,FALSE
151,45623,56,235,2729,1,1647,663,0,1,enterprise,blueV,0,1,51,0,0,414,66.27,19.28,0,14.46,FALSE
991,3641505,615,928,70235,40769,237,55,0,1,media,blueV,1,1,32,0,2,418,56.98,13.95,1.16,27.91,FALSE
89,6313,15,27,254,3,220,91,95,0,normal user,normal user,1,1,400,0,6,334,66.22,17.57,0,16.22,FALSE
961,5453871,536,1049,66454,505,726,98,72,1,media,blueV,1,1,44,0,9,403,49.47,16.84,0,33.68,FALSE
1276,3822097,447,701,40252,230,184,34,10,1,media,blueV,1,1,11,0,-5,346,57.14,20.78,0,22.08,FALSE
1407,7933,1652,1726,70134,67,461,256,11,0,normal user,normal user,1,0,13,0,3,234,71.11,20,0,8.89,FALSE
468,378971,141,238,4812,35,109,85,5,0,normal user,normal user,0,0,100,0,1,225,62,12,0,26,FALSE
827,10713,1408,1841,3728,42,853,83,40,0,normal user,normal user,1,1,50,1,0,324,44.83,16.09,6.9,32.18,FALSE
649,3677856,34,46,4367,129,323,96,7,1,media,blueV,1,1,51,0,-1,243,51.79,14.29,5.36,28.57,FALSE
1469,4393576,226,352,33427,64,467,169,42,1,media,blueV,1,0,11,0,-4,415,66.67,13.79,0,19.54,FALSE
611,63786,176,667,2494,11,127,37,1,1,media,blueV,1,1,11,0,-1,71,55,15,0,30,FALSE
771,244815,138,139,27829,0,1197,90,0,0,normal user,normal user,0,1,44,0,3,141,54.55,18.18,0,27.27,FALSE
277,20132,9,14,5002,9,877,81,306,0,normal user,normal user,0,1,400,0,0,294,51.32,13.16,2.63,32.89,FALSE
181,654947,43,179,14077,0,428,51,2,0,normal user,normal user,0,0,44,0,1,91,54.17,25,0,20.83,FALSE
1528,12298259,894,1492,88805,389,854,613,142,1,media,blueV,1,0,11,0,-1,416,65.43,12.35,0,22.22,FALSE
5,872512,1056,1401,26798,39,1961,334,0,0,normal user,normal user,0,1,31,0,1,58,43.75,6.25,6.25,43.75,FALSE
261,1078117,75,490,41592,138,420,59,0,0,normal user,normal user,1,0,44,1,-3,135,32.35,20.59,11.76,35.29,FALSE
1092,4182820,1525,2006,53536,196,792,228,12,1,media,blueV,1,1,41,1,1,342,64.94,11.69,5.19,18.18,FALSE
280,2288,30,205,19659,13,1509,41,140,0,normal user,normal user,0,1,44,0,0,415,66.33,20.41,1.02,12.24,FALSE
98,317896,37,56,3308,1,132,19,1,1,media,blueV,1,1,11,1,1,332,52.78,9.72,15.28,22.22,FALSE
1074,182776,293,389,4034,5,487,103,265,1,celebrity,yellowV,0,1,81,0,2,284,50,13.95,4.65,31.4,FALSE
1205,2331479,72,121,6907,1048,709,100,45,1,enterprise,blueV,0,0,11,0,1,342,59.74,22.08,2.6,15.58,FALSE
443,2404686,112,224,32912,209,1328,189,36,0,normal user,normal user,0,1,44,0,0,249,61.4,1.75,0,36.84,FALSE
1045,12298260,894,1492,88805,389,493,280,2,1,media,blueV,1,0,11,0,-3,413,63.41,15.85,0,20.73,FALSE
273,2466,412,500,2162,1,923,149,0,0,normal user,normal user,1,1,42,0,0,32,50,8.33,0,41.67,FALSE
863,3278636,2120,2999,40654,471,725,93,108,0,normal user,normal user,0,0,51,0,2,390,63.95,15.12,0,20.93,FALSE
954,5227232,989,1066,57182,1713,514,97,39,1,celebrity,yellowV,1,0,42,0,-3,411,61.29,24.73,0,13.98,FALSE
1017,1803029,281,306,12110,33,279,114,0,1,celebrity,yellowV,1,0,11,0,0,420,61.63,22.09,0,16.28,FALSE
1493,7763627,831,1383,138151,50,549,54,24,1,media,blueV,1,1,11,1,-2,395,51.11,22.22,8.89,17.78,FALSE
1093,7763627,831,1383,138151,50,702,376,0,1,media,blueV,1,1,11,1,-4,391,63.74,1.1,4.4,30.77,FALSE
757,445,86,101,110,0,322,348,3,1,celebrity,yellowV,1,0,400,0,0,342,58.9,17.81,0,23.29,FALSE
464,2620961,0,6,55942,1,356,40,14,0,normal user,normal user,1,1,400,0,0,191,37.04,18.52,1.85,42.59,FALSE
362,439850,161,749,23507,80,1843,155,6,0,normal user,normal user,0,0,44,0,-3,388,65,18.75,0,16.25,FALSE
482,28236675,168,481,46232,189,910,239,168,1,media,blueV,1,1,11,0,1,413,54.95,20.88,0,24.18,FALSE
311,2322389,87,125,14293,4,575,70,69,0,normal user,normal user,0,1,35,0,0,199,58.33,22.92,0,18.75,FALSE
1045,2393221,113,526,19060,24,1181,81,0,1,media,blueV,1,1,11,1,1,337,54.05,14.86,10.81,20.27,FALSE
710,1373231,630,1337,13702,552,336,591,407,1,media,blueV,0,0,52,0,3,116,53.33,26.67,0,20,FALSE
348,819349,286,972,30913,0,900,50,7,0,normal user,normal user,0,1,11,0,0,117,51.72,17.24,0,31.03,FALSE
1011,238886,328,438,20814,220,407,40,1,1,enterprise,blueV,1,1,11,0,0,313,61.64,23.29,0,15.07,FALSE
1146,2396,79,319,1879,22,216,201,186,0,senior master,master,1,1,41,0,1,274,55.22,17.91,2.99,23.88,FALSE
1098,8730821,698,981,43093,63,205,34,1,1,media,blueV,1,1,11,0,0,102,48,24,0,28,FALSE
1321,406713,292,296,1247,52,1141,2085,1647,1,celebrity,yellowV,1,0,33,0,1,339,57.33,30.67,0,12,FALSE
